"market_id","n_snapshots","loss_mean","loss_target","volumeNum","volume_per_analyst","val_eikon_eps_stddev_estimate","val_surprise","market_cap_usd_asof","analysts_covering_asof","turnover_6m_avg_daily_volume","volatility_6m","open_time_days","log_volume","log_volume_per_analyst","eps_stddev","surprise","log_market_cap","analysts","log_turnover","log_volatility_6m","firm_id","firm_market_number","prior_markets_for_firm","post_first_market"
"668448",5,0.104735,0.087025,14905.804877,3726.45121925,0.05244,-0.42,686224436.4,4,16073.1417322835,0.056912267754078,5.40270833333333,9.60957309083077,8.22347995983294,0.05244,-0.31,20.3467152989466,4,9.68496715622063,0.0521584717253257,"IHRT",1,0,0
"668453",6,0.144195833333333,0.16,18381.3387,1021.18548333333,0.03563,-0.08,17424673804,18,3343557.27559055,0.069654132220612,5.1481712962963,9.81914562938208,6.92969824483766,0.03563,-0.08,23.5811530734178,18,15.0225461498414,0.0521584717253257,"OKLO",1,0,0
"668459",7,0.136032142857143,0.015625,20070.875178,771.956737615385,0.50685,1.11,40286893932.3,26,616548.889763779,0.02112311772362,6.06572916666667,9.90707486931429,6.65022308015884,0.334929,0.62,24.4192920404079,26,13.3318945225034,0.0209031173422884,"FLUT",1,0,0
"668460",7,0.0330785714285714,0.01,66610.940007,3171.94952414286,0.12769,0.03,24513009023.1,21,2324235.44545455,0.078564996662198,5.66483796296296,11.1066391198442,8.06241688352816,0.12769,0.03,23.9224697941115,21,14.6589021325079,0.0521584717253257,"CRCL",1,0,0
"668465",5,0.269435,0.1936,16945.288925,4236.32223125,0.02055,0,1997129974.67,4,44022.0873015873,0.034470061004277,4.13663194444444,9.73780414635932,8.35168679948129,0.02055,0,21.4149769742246,4,10.6924694866872,0.0338892772378185,"RUM",1,0,0
"668474",7,0.544178571428572,0.714025,13054.090025,4351.36334166667,0,0.02,145472452.2,3,73740.9921875,0.042763548645078,6.17306712962963,9.47693337693481,8.37847427348525,0.006301,0.02,20.1007726202039,3,11.2083276877983,0.0418744471968679,"PLBY",1,0,0
"668475",6,0.0188416666666667,0.015625,25679.56781,25679.56781,0,0.17,38579430.85,1,37685.8818897638,0.100671983753468,5.08925925925926,10.1534898685408,8.64901914451803,0.006301,0.17,20.1007726202039,3,10.5370673524001,0.0521584717253257,"PXLW",1,0,0
"668496",7,0.00768214285714285,0.00422499999999999,30270.51089,1210.8204356,0.00826,0.02,282589383152.68,25,420278.03125,0.0124588224993,6.15417824074074,10.3179623145461,7.09987900020761,0.00826,0.02,26.3672607380293,25,12.9486741297891,0.0123818500350516,"CSCO",1,0,0
"668497",8,0.0126625,0.00902499999999999,45468.518294,1420.8911966875,0.09149,0.09,205040423963.1,32,8556080.703125,0.010655088466577,6.67290509259259,10.7247974528329,7.25974309315136,0.09149,0.09,26.0464729867093,32,15.9621528983587,0.0116712063567068,"DIS",1,0,0
"668506",8,0.01461875,0.00489999999999999,28200.530007,854.561515363636,0.05303,0.069999999999999,182168223782.09,33,95683.484375,0.025980116682875,7.05228009259259,10.2471315110218,6.75175799649074,0.05303,0.069999999999999,25.92819640361,33,11.468811436554,0.0256483671094049,"AMAT",1,0,0
